CustomerID,Age,Gender,AnnualIncome,SpendingScore,LastPurchaseDate,PurchaseCategory
1828,24,Female,143479.16,81,2020-04-19,Electronics
1829,46,Male,30457.65,97,2020-01-01,Sports
1830,40,Female,106165.93,27,2022-02-16,Sports
1831,23,Female,117595.13,44,2020-09-22,Electronics
1832,47,Female,141434.61,10,2023-01-08,Furniture
1833,47,Male,142841.07,38,2023-07-28,Sports
1834,20,Other,146799.79,5,2022-01-02,Clothing
1835,41,Female,77014.93,61,2021-10-29,Clothing
1836,37,Male,76588.6,29,2020-12-06,Grocery
1837,37,Other,81054.05,10,2020-07-26,Clothing
1838,39,Male,131678.43,18,2021-10-06,Electronics
1839,67,Other,70678.19,84,2021-06-04,Grocery
1840,52,Male,146076.0,80,2023-06-10,Grocery
1841,67,Male,76187.02,27,2022-11-20,Sports
1842,65,Male,123332.5,99,2020-02-16,Furniture
1843,29,Other,38431.13,61,2021-06-19,Electronics
1844,64,Male,108930.77,34,2022-06-15,Sports
1845,20,Female,68366.91,2,2020-08-14,Clothing
1846,66,Other,118867.13,33,2023-10-18,Grocery
1847,19,Other,41372.29,48,2020-01-05,Grocery
1848,64,Male,141734.39,52,2023-01-22,Sports
1849,40,Male,143495.06,16,2022-01-14,Electronics
1850,23,Female,149944.11,29,2020-04-23,Sports
1851,65,Other,52749.57,77,2023-01-13,Electronics
1852,48,Male,27673.15,78,2022-04-12,Sports
1853,57,Male,22357.26,38,2022-04-21,Sports
1854,55,Male,97940.14,47,2022-03-24,Clothing
1855,69,Female,120953.39,42,2021-02-21,Furniture
1856,55,Other,131524.42,80,2021-07-12,Sports
1857,41,Other,96898.13,29,2022-07-11,Clothing
1858,25,Female,84089.32,26,2022-04-27,Furniture
1859,35,Male,118714.69,3,2022-03-03,Electronics
1860,22,Other,27019.53,3,2020-06-02,Clothing
1861,39,Other,144450.75,47,2022-09-29,Sports
1862,41,Male,126225.43,13,2020-04-27,Sports
1863,65,Female,49298.53,83,2021-09-03,Electronics
1864,46,Female,134910.19,48,2021-12-30,Furniture
1865,29,Female,75352.56,84,2020-11-09,Electronics
1866,52,Male,53620.63,26,2021-06-15,Clothing
1867,62,Other,53642.58,54,2023-12-12,Clothing
1868,50,Female,137610.68,20,2020-10-19,Clothing
1869,29,Female,127425.69,61,2022-02-03,Electronics
1870,54,Female,101941.71,76,2020-01-09,Furniture
1871,64,Male,78266.03,21,2023-11-28,Sports
1872,39,Other,71378.25,29,2023-07-15,Electronics
1873,44,Other,147521.17,12,2022-06-22,Furniture
1874,19,Other,56975.14,99,2023-07-26,Clothing
1875,57,Other,57219.43,30,2022-12-28,Furniture
1876,48,Other,93451.24,77,2021-09-26,Grocery
1877,37,Male,107862.16,10,2020-06-27,Grocery
1878,25,Other,110140.05,19,2020-12-18,Clothing
1879,44,Male,34254.82,95,2022-06-09,Grocery
1880,39,Male,46009.25,63,2022-10-13,Clothing
1881,38,Other,32590.98,24,2022-09-20,Furniture
1882,59,Female,109251.28,74,2021-07-30,Clothing
1883,43,Male,131107.72,72,2023-12-29,Sports
1884,27,Male,41691.56,88,2021-03-24,Sports
1885,60,Male,74314.87,22,2023-03-23,Clothing
1886,25,Female,142275.92,84,2021-02-28,Clothing
1887,26,Other,33332.85,10,2023-04-20,Sports
1888,29,Male,100382.49,75,2021-12-07,Electronics
1889,48,Other,20585.21,21,2020-02-18,Grocery
1890,41,Male,135106.78,59,2021-07-16,Grocery
1891,24,Male,64570.7,73,2022-07-19,Clothing
1892,59,Female,111868.02,13,2023-04-29,Electronics
1893,18,Male,129074.44,20,2020-07-03,Clothing
1894,50,Other,42808.21,76,2021-02-09,Clothing
1895,61,Other,67049.36,81,2022-04-26,Sports
1896,44,Male,134606.05,92,2021-10-09,Grocery
1897,28,Other,141756.51,63,2023-05-07,Clothing
1898,34,Female,68272.18,26,2021-12-05,Grocery
1899,51,Other,28820.69,80,2023-12-02,Grocery
1900,25,Male,47682.9,99,2022-02-14,Sports
1901,53,Female,96669.9,36,2020-10-10,Clothing
1902,38,Male,50163.36,39,2023-10-05,Grocery
1903,38,Male,45133.08,2,2021-01-14,Sports
1904,27,Female,34213.89,13,2023-04-15,Clothing
1905,18,Other,131188.09,3,2023-10-09,Grocery
1906,33,Other,88854.19,48,2023-08-16,Sports
1907,28,Other,102500.46,28,2023-01-22,Furniture
1908,56,Female,75267.85,30,2023-02-17,Clothing
1909,49,Other,30417.27,71,2021-03-04,Sports
1910,37,Other,130407.21,18,2023-10-04,Sports
1911,50,Male,67582.68,52,2021-04-24,Grocery
1912,36,Female,34482.57,41,2022-08-11,Grocery
1913,31,Female,67812.14,82,2022-08-30,Sports
1914,23,Male,82741.48,25,2023-01-12,Clothing
1915,40,Male,59661.51,28,2020-10-25,Clothing
1916,56,Other,44655.78,5,2021-09-24,Electronics
1917,20,Male,21094.74,96,2020-12-26,Electronics
1918,51,Male,47770.76,45,2020-10-25,Clothing
1919,37,Other,140655.94,9,2022-12-05,Sports
1920,21,Female,106905.44,66,2021-08-10,Grocery
1921,41,Female,98130.48,46,2022-05-05,Grocery
1922,62,Male,60712.15,28,2022-05-06,Grocery
1923,27,Male,91851.14,5,2023-06-19,Clothing
1924,27,Male,102466.56,47,2020-04-12,Sports
1925,45,Male,107106.7,30,2022-10-08,Clothing
1926,28,Other,125954.14,27,2020-07-05,Sports
1927,21,Female,43673.57,63,2022-04-28,Furniture
1928,39,Male,129067.32,70,2020-10-02,Electronics
1929,63,Female,130203.52,15,2022-03-16,Sports
1930,22,Female,39220.36,75,2020-04-14,Electronics
1931,67,Female,97177.73,73,2022-11-03,Electronics
1932,45,Male,59790.26,81,2022-08-02,Grocery
1933,25,Female,122623.11,56,2022-12-31,Grocery
1934,37,Other,101178.22,99,2021-11-27,Grocery
1935,53,Male,84362.84,97,2020-06-28,Grocery
1936,51,Other,111235.29,24,2020-07-10,Electronics
1937,45,Male,99970.83,15,2020-02-12,Clothing
1938,60,Other,117669.05,62,2022-02-21,Electronics
1939,66,Male,129297.26,73,2023-06-17,Clothing
1940,35,Other,26089.87,21,2023-04-07,Electronics
1941,30,Male,21106.83,49,2020-12-09,Sports
1942,41,Male,112878.09,93,2020-06-09,Furniture
1943,27,Female,57653.67,90,2022-10-03,Sports
1944,40,Male,47233.43,66,2021-08-14,Clothing
1945,30,Female,21148.34,11,2023-12-28,Electronics
1946,34,Female,133605.54,22,2021-11-25,Electronics
1947,21,Male,146262.38,2,2020-01-20,Electronics
1948,51,Female,135373.81,51,2020-04-29,Sports
1949,30,Male,107888.46,63,2021-03-26,Furniture
1950,41,Other,121667.97,95,2022-06-21,Grocery
1951,37,Male,60475.08,47,2020-01-15,Sports
1952,34,Other,89975.28,81,2021-03-14,Sports
1953,42,Male,27100.56,52,2023-07-02,Clothing
1954,35,Female,95917.49,18,2021-11-28,Clothing
1955,58,Female,127947.66,66,2021-04-12,Sports
1956,60,Male,67648.45,85,2022-06-12,Furniture
1957,30,Male,24051.36,11,2020-01-16,Electronics
1958,40,Male,71737.12,77,2022-03-27,Electronics
1959,30,Male,123715.5,34,2021-05-23,Grocery
1960,55,Male,144059.41,69,2021-03-01,Electronics
1961,44,Male,119079.41,67,2021-10-08,Sports
1962,36,Male,108289.94,31,2021-10-02,Clothing
1963,47,Female,79218.67,17,2020-05-31,Sports
1964,63,Other,92555.42,20,2021-04-05,Electronics
1965,51,Male,102943.41,81,2020-08-06,Furniture
1966,41,Other,113213.95,10,2022-07-18,Sports
1967,26,Female,47789.72,88,2022-02-14,Grocery
1968,24,Other,42691.83,24,2021-04-14,Furniture
1969,48,Male,149683.98,80,2020-05-03,Grocery
1970,29,Other,53452.73,54,2022-02-13,Furniture
1971,67,Male,49573.94,13,2020-02-20,Furniture
1972,39,Other,58765.25,26,2022-08-23,Electronics
1973,37,Female,80128.57,95,2023-03-03,Electronics
1974,33,Other,40254.03,27,2022-01-31,Clothing
1975,68,Female,88424.03,51,2022-12-27,Clothing
1976,65,Other,37671.68,37,2021-11-26,Sports
1977,66,Male,129153.52,80,2021-03-25,Furniture
1978,20,Other,21335.34,63,2023-05-01,Electronics
1979,63,Female,120669.99,90,2020-02-20,Clothing
1980,36,Other,56184.06,94,2022-03-15,Furniture
1981,48,Other,133546.4,5,2023-07-05,Furniture
1982,24,Other,87971.92,75,2020-05-20,Furniture
1983,20,Male,104001.79,33,2023-12-18,Grocery
1984,54,Other,52689.63,56,2022-07-05,Grocery
1985,30,Female,109998.09,32,2020-07-15,Grocery
1986,63,Male,51413.48,60,2020-03-17,Furniture
1987,40,Male,22915.89,96,2022-12-11,Furniture
1988,42,Other,28599.7,88,2021-01-29,Sports
1989,52,Other,29233.38,96,2023-10-11,Sports
1990,44,Female,71525.97,10,2021-08-24,Grocery
1991,60,Female,86426.35,78,2020-08-01,Electronics
1992,18,Male,53429.54,32,2020-03-25,Clothing
1993,59,Female,98952.15,78,2023-09-15,Clothing
1994,58,Male,125594.79,19,2023-05-01,Electronics
1995,23,Female,132982.66,72,2022-12-12,Electronics
1996,35,Female,27058.94,54,2022-03-01,Clothing
1997,37,Other,135375.09,97,2022-06-20,Clothing
1998,25,Other,125903.56,34,2021-02-03,Sports
1999,52,Other,32524.0,27,2023-06-06,Sports
2000,43,Other,35741.52,1,2021-04-08,Grocery
2001,54,Other,39656.1,77,2020-09-04,Sports
2002,18,Female,54742.69,54,2022-08-30,Sports
2003,25,Female,28983.76,57,2021-08-17,Furniture
2004,45,Female,72830.39,49,2021-07-21,Clothing
2005,51,Male,20624.34,10,2020-11-08,Grocery
2006,28,Other,68951.47,61,2023-08-13,Grocery
2007,55,Male,34781.51,67,2021-01-29,Electronics
2008,67,Other,50618.58,77,2021-04-06,Electronics
2009,39,Other,21678.85,18,2021-05-07,Sports
2010,55,Female,60620.37,97,2022-11-09,Grocery
2011,68,Male,140982.68,25,2023-03-19,Electronics
2012,43,Male,52914.96,45,2022-05-03,Electronics
2013,27,Female,24706.64,85,2021-01-17,Clothing
2014,50,Male,78883.42,30,2020-09-10,Electronics
2015,53,Female,87793.58,49,2020-05-30,Furniture
2016,64,Other,112574.38,10,2021-05-03,Clothing
2017,44,Other,94736.25,46,2021-07-29,Electronics
2018,54,Female,46293.67,49,2022-12-02,Grocery
2019,53,Female,44286.36,38,2022-11-06,Grocery
2020,32,Female,95266.72,34,2022-11-14,Electronics
2021,50,Female,124580.64,17,2023-08-31,Electronics
2022,27,Female,44836.39,83,2020-06-27,Furniture
2023,66,Male,65331.07,82,2020-01-10,Sports
2024,41,Male,117000.24,65,2022-10-21,Clothing
2025,64,Female,111345.07,5,2021-12-31,Electronics
2026,68,Female,78313.41,5,2022-07-05,Clothing
2027,62,Other,80657.72,56,2020-12-15,Grocery
2028,28,Male,41545.75,15,2021-10-24,Grocery
2029,35,Female,119400.95,7,2023-08-01,Grocery
2030,69,Female,109362.84,40,2023-02-12,Grocery
2031,22,Other,28016.46,54,2020-05-02,Clothing
2032,62,Female,131487.46,29,2022-10-01,Sports
2033,21,Male,124790.76,91,2022-01-05,Electronics
2034,29,Other,107366.12,29,2021-01-23,Grocery
2035,20,Other,146907.37,93,2022-04-05,Clothing
2036,28,Other,148370.55,1,2022-08-25,Electronics
2037,68,Male,66879.58,86,2021-02-04,Furniture
2038,22,Male,140890.21,35,2023-02-26,Furniture
2039,55,Other,35868.27,33,2022-04-09,Clothing
2040,19,Other,37997.58,7,2020-09-28,Grocery
2041,52,Male,79236.07,81,2023-11-01,Sports
2042,45,Other,70019.43,82,2021-12-17,Clothing
2043,69,Male,32760.14,73,2022-06-11,Furniture
2044,58,Male,23737.17,38,2020-04-06,Clothing
2045,24,Male,73849.93,52,2021-06-24,Clothing
2046,69,Male,68519.51,57,2021-11-04,Sports
2047,50,Female,87878.74,40,2023-04-27,Electronics
2048,20,Male,74703.33,1,2020-03-10,Grocery
2049,32,Other,71100.74,20,2023-12-14,Clothing
2050,60,Male,89881.17,24,2023-08-11,Grocery
2051,59,Male,26202.94,42,2020-05-05,Furniture
2052,56,Other,145483.03,21,2022-02-28,Clothing
2053,43,Female,100508.53,15,2021-09-15,Sports
2054,30,Other,86493.52,3,2020-02-28,Grocery
2055,57,Male,35984.42,70,2021-11-11,Sports
2056,18,Female,115348.83,78,2021-05-19,Electronics
2057,22,Male,133922.9,28,2021-03-01,Grocery
2058,33,Male,146938.23,48,2023-09-26,Electronics
2059,49,Female,58914.52,57,2021-08-11,Electronics
2060,28,Other,84510.18,57,2022-10-13,Sports
2061,37,Other,119439.6,33,2020-06-09,Sports
2062,52,Other,33822.43,99,2021-01-19,Furniture
2063,39,Male,99596.04,69,2021-09-01,Sports
2064,41,Female,56970.12,79,2020-03-16,Grocery
2065,32,Other,56109.62,96,2020-07-09,Grocery
2066,31,Female,114231.73,56,2023-01-06,Clothing
2067,47,Other,143488.52,22,2023-07-17,Grocery
2068,62,Female,39431.63,84,2022-11-25,Clothing
2069,43,Male,130540.65,45,2023-09-19,Grocery
2070,61,Female,60977.87,73,2023-07-01,Clothing
2071,27,Other,70831.24,36,2022-07-22,Sports
2072,61,Female,92554.98,63,2020-07-14,Sports
2073,24,Other,94192.09,57,2023-09-24,Furniture
2074,54,Male,59711.61,95,2023-08-24,Grocery
2075,48,Male,45263.81,58,2023-12-06,Clothing
2076,34,Other,119324.86,24,2022-09-10,Grocery
2077,52,Other,74148.48,62,2020-06-11,Grocery
2078,69,Male,102072.62,65,2022-07-06,Electronics
2079,58,Male,39613.99,96,2021-10-15,Furniture
2080,26,Female,67622.28,40,2020-01-30,Sports
2081,36,Female,43360.17,48,2022-03-21,Sports
2082,18,Female,99856.55,82,2022-12-27,Sports
2083,45,Female,31220.92,13,2023-05-13,Furniture
2084,36,Male,141477.4,67,2021-11-12,Clothing
2085,48,Female,50064.58,37,2021-11-15,Clothing
2086,33,Female,145778.26,47,2023-07-21,Furniture
2087,48,Female,25565.02,55,2022-05-28,Clothing
2088,33,Female,45906.6,80,2022-05-24,Electronics
2089,26,Other,132661.56,21,2021-08-29,Clothing
2090,65,Male,67149.48,29,2020-07-28,Furniture
2091,23,Female,137374.42,76,2023-11-17,Sports
2092,27,Female,55845.46,66,2021-07-09,Furniture
2093,32,Male,47825.96,6,2023-12-25,Furniture
2094,31,Male,108948.84,2,2021-09-15,Furniture
2095,65,Female,99562.58,100,2023-11-03,Grocery
2096,66,Female,104289.79,74,2022-10-20,Electronics
2097,22,Female,133108.47,90,2022-12-09,Furniture
2098,54,Female,38766.38,58,2023-09-10,Grocery
2099,42,Female,66716.5,27,2020-11-08,Clothing
2100,31,Male,57263.52,53,2020-01-24,Sports
2101,22,Other,80065.14,74,2020-04-08,Clothing
2102,59,Female,134612.0,70,2020-09-19,Clothing
2103,27,Other,81452.37,34,2020-08-30,Clothing
2104,30,Female,101075.32,14,2022-01-26,Clothing
2105,30,Other,120026.94,78,2021-10-23,Clothing
2106,53,Other,136416.45,30,2020-06-21,Grocery
2107,55,Other,23144.16,29,2021-07-10,Sports
2108,31,Male,84491.15,98,2021-05-07,Clothing
2109,55,Other,144273.89,74,2021-12-02,Grocery
2110,23,Male,69402.83,12,2023-03-13,Clothing
2111,33,Male,145187.41,22,2020-09-05,Grocery
2112,23,Male,78265.01,65,2023-11-24,Grocery
2113,57,Male,138242.32,4,2023-03-19,Furniture
2114,49,Female,135256.11,37,2023-08-04,Furniture
2115,65,Female,73925.97,32,2021-09-10,Electronics
2116,38,Other,81580.19,34,2020-05-15,Sports
2117,36,Male,120278.31,1,2023-11-17,Electronics
2118,58,Other,40244.54,5,2021-02-15,Electronics
2119,65,Other,28297.0,62,2022-10-20,Furniture
2120,20,Other,148055.48,94,2021-03-05,Grocery
2121,61,Male,82259.09,28,2023-06-07,Clothing
2122,31,Male,58223.87,1,2023-05-29,Electronics
2123,38,Female,35666.83,66,2023-06-04,Sports
2124,57,Male,105994.44,59,2022-07-12,Furniture
2125,46,Male,64563.24,96,2020-03-30,Electronics
2126,48,Male,26031.53,60,2021-04-09,Electronics
2127,61,Other,142275.51,55,2022-08-09,Grocery
2128,33,Other,37815.85,53,2022-04-07,Clothing
2129,58,Female,121714.82,21,2022-04-29,Grocery
2130,53,Other,110695.48,58,2021-05-14,Electronics
2131,59,Other,108359.06,93,2023-10-27,Electronics
2132,27,Other,75870.73,90,2020-06-16,Furniture
2133,53,Female,21670.4,17,2023-07-08,Electronics
2134,64,Female,129824.27,18,2021-04-30,Clothing
2135,30,Male,70010.51,53,2023-09-27,Electronics
2136,51,Male,101437.41,16,2023-01-09,Clothing
2137,19,Male,23505.52,91,2023-01-02,Sports
2138,66,Female,102694.24,57,2020-07-31,Grocery
2139,59,Female,67700.72,98,2021-06-22,Electronics
2140,25,Female,54885.92,99,2023-07-07,Electronics
2141,27,Male,41396.59,24,2023-01-26,Grocery
2142,30,Other,24325.0,12,2023-06-17,Furniture
2143,35,Male,102362.43,73,2021-01-17,Electronics
2144,66,Other,132959.52,10,2020-03-29,Electronics
2145,26,Male,92176.54,52,2020-09-01,Clothing
2146,59,Female,117245.34,36,2022-06-01,Sports
2147,66,Female,49966.09,61,2022-06-29,Sports
2148,58,Male,27771.03,84,2021-04-21,Clothing
2149,48,Male,122114.75,8,2021-10-05,Furniture
2150,59,Male,143319.2,19,2022-04-24,Clothing
2151,48,Female,94736.2,46,2021-03-21,Electronics
2152,36,Other,77646.07,52,2021-06-18,Furniture
2153,58,Male,107428.65,54,2022-01-08,Clothing
2154,35,Male,60633.81,86,2020-12-27,Clothing
2155,30,Male,91895.77,87,2021-03-18,Grocery
2156,47,Male,99452.85,54,2021-06-04,Sports
2157,63,Male,127652.82,76,2023-03-22,Grocery
2158,64,Female,92213.65,73,2022-08-17,Sports
2159,67,Other,110584.12,29,2020-12-29,Sports
2160,51,Other,71082.39,66,2023-06-21,Electronics
2161,58,Female,97993.83,68,2020-09-18,Sports
2162,26,Female,114887.25,79,2021-12-08,Electronics
2163,35,Male,111439.82,14,2023-03-17,Clothing
2164,25,Male,29370.67,92,2023-04-26,Clothing
2165,37,Male,82691.36,26,2023-06-18,Electronics
2166,39,Male,118403.39,63,2021-11-09,Furniture
2167,68,Other,105845.21,39,2023-01-11,Grocery
2168,67,Other,109380.13,39,2021-06-03,Electronics
2169,51,Female,134304.3,26,2023-09-02,Sports
2170,45,Other,140997.19,98,2020-06-17,Grocery
2171,45,Other,50354.59,54,2021-10-02,Furniture
2172,33,Male,36080.07,93,2023-04-19,Clothing
2173,39,Female,129931.09,91,2021-06-13,Grocery
2174,63,Other,134666.38,16,2021-03-17,Electronics
2175,27,Female,89105.02,34,2023-12-20,Grocery
2176,36,Other,46253.79,42,2022-10-14,Sports
2177,32,Male,59134.01,77,2022-03-26,Electronics
2178,28,Male,72659.33,44,2020-03-29,Furniture
2179,61,Female,56900.21,22,2023-07-03,Sports
2180,52,Female,116291.89,81,2023-11-08,Furniture
2181,48,Other,103618.23,49,2022-05-13,Clothing
2182,33,Female,73826.54,42,2020-07-07,Furniture
2183,56,Other,71360.55,77,2021-01-10,Clothing
2184,36,Male,127739.68,93,2022-08-27,Electronics
2185,50,Other,120030.19,1,2021-12-14,Grocery
2186,35,Male,85673.21,70,2023-07-01,Grocery
2187,27,Other,119910.03,89,2021-11-09,Grocery
2188,22,Female,21947.13,66,2021-09-06,Clothing
2189,44,Female,116307.94,71,2020-03-23,Grocery
2190,62,Female,40255.07,55,2023-10-13,Electronics
2191,63,Male,39826.35,76,2023-12-24,Electronics
2192,37,Other,40018.18,3,2020-06-02,Clothing
2193,24,Female,36632.26,5,2021-10-12,Sports
2194,23,Other,96600.58,54,2021-05-04,Electronics
2195,68,Other,31450.32,95,2021-04-15,Electronics
2196,37,Other,99598.78,27,2021-07-23,Grocery
2197,45,Other,38029.48,58,2022-12-16,Clothing
2198,39,Female,49132.53,3,2021-02-25,Grocery
2199,68,Male,87893.55,90,2022-11-23,Sports
2200,42,Other,148676.92,44,2021-09-09,Furniture
2201,23,Male,114819.52,75,2022-12-27,Clothing
2202,40,Female,47143.3,14,2020-02-04,Grocery
2203,30,Female,37983.44,38,2022-11-11,Grocery
2204,36,Male,75506.0,24,2020-04-04,Clothing
2205,25,Male,73075.09,85,2020-06-02,Furniture
2206,53,Male,104465.95,94,2022-01-17,Electronics
2207,37,Other,120283.2,89,2022-01-04,Grocery
2208,56,Other,53624.24,56,2021-11-06,Electronics
2209,30,Other,119830.85,90,2020-10-20,Electronics
2210,64,Female,100614.71,32,2020-03-17,Electronics
2211,34,Other,108591.05,44,2021-08-05,Electronics
2212,27,Other,36530.59,35,2021-09-13,Grocery
2213,46,Other,21709.33,12,2023-01-15,Sports
2214,52,Female,106644.17,48,2022-11-08,Clothing
2215,40,Male,22861.83,43,2020-02-03,Furniture
2216,29,Male,119314.26,37,2021-07-31,Electronics
2217,53,Other,129564.23,16,2023-07-12,Clothing
2218,58,Male,35765.36,44,2021-09-11,Sports
2219,27,Female,60151.22,68,2022-03-07,Clothing
2220,27,Female,133440.47,9,2020-01-28,Grocery
2221,60,Other,90887.56,99,2020-07-12,Clothing
2222,42,Male,123671.62,88,2022-08-01,Clothing
2223,26,Female,81984.32,79,2020-11-24,Electronics
2224,38,Female,46247.55,57,2023-07-21,Electronics
2225,56,Male,122646.29,41,2021-03-28,Electronics
2226,22,Female,71028.45,41,2022-06-18,Furniture
2227,57,Male,143977.89,61,2022-08-04,Electronics
2228,47,Other,33480.01,52,2020-05-10,Furniture
2229,67,Male,121408.14,72,2021-09-12,Grocery
2230,37,Other,99392.68,84,2021-05-12,Sports
2231,64,Male,59086.33,39,2022-03-30,Clothing
2232,19,Female,97055.39,81,2021-10-04,Sports
2233,38,Female,27843.11,82,2022-07-05,Grocery
2234,35,Other,33338.37,37,2021-06-07,Furniture
2235,47,Male,76735.59,26,2022-08-06,Sports
2236,41,Other,38983.81,83,2023-07-25,Grocery
2237,18,Female,75077.1,27,2021-12-07,Furniture
2238,48,Male,52800.22,73,2022-04-08,Sports
2239,35,Male,32402.92,95,2022-11-18,Clothing
2240,64,Female,22104.38,83,2022-07-17,Sports
2241,59,Male,85967.16,74,2021-12-21,Clothing
2242,47,Male,119253.25,49,2020-11-23,Grocery
2243,45,Other,129285.5,56,2020-01-17,Sports
2244,37,Male,63265.87,3,2020-04-27,Electronics
2245,48,Male,126002.42,30,2023-03-01,Furniture
2246,62,Female,90579.16,98,2021-05-01,Sports
2247,56,Female,132167.86,36,2023-04-22,Sports
2248,67,Male,82669.63,5,2022-12-16,Furniture
2249,68,Female,133158.61,81,2021-11-12,Electronics
2250,57,Other,109104.42,24,2022-12-23,Clothing
2251,37,Female,46810.1,14,2020-06-27,Furniture
2252,45,Other,129059.25,86,2023-09-18,Furniture
2253,28,Other,41229.42,30,2023-12-20,Clothing
2254,62,Other,117007.34,65,2023-11-18,Furniture
2255,42,Male,132261.43,19,2022-08-23,Grocery
2256,21,Other,123919.26,47,2022-02-23,Sports
2257,31,Female,102403.29,59,2021-11-07,Clothing
2258,38,Other,144785.31,17,2021-07-01,Electronics
2259,68,Female,126636.15,90,2023-04-04,Grocery
2260,48,Female,113870.51,86,2023-05-10,Electronics
2261,33,Female,87608.16,56,2022-06-14,Clothing
2262,47,Female,100453.05,25,2022-12-14,Clothing
2263,41,Female,85001.84,26,2023-10-22,Sports
2264,33,Other,64958.0,100,2022-02-18,Furniture
2265,25,Other,65553.94,4,2022-05-29,Electronics
2266,24,Female,71681.36,96,2020-05-11,Sports
2267,38,Male,135510.74,66,2021-08-06,Furniture
2268,60,Male,147868.53,68,2021-04-03,Grocery
2269,48,Male,97407.58,63,2022-10-17,Furniture
2270,61,Other,146324.26,76,2020-06-30,Electronics
2271,48,Female,112154.41,70,2021-05-27,Grocery
2272,20,Female,123259.78,74,2021-02-14,Grocery
2273,18,Female,36649.81,53,2023-11-02,Clothing
2274,25,Male,60566.92,52,2020-09-08,Sports
2275,20,Male,94790.27,35,2021-08-09,Clothing
2276,59,Other,44239.49,70,2021-09-22,Electronics
2277,58,Male,39118.99,83,2022-01-06,Sports
2278,21,Female,83403.19,36,2020-05-23,Furniture
2279,29,Female,89981.54,20,2022-03-21,Furniture
2280,31,Other,77322.82,88,2022-10-09,Grocery
2281,21,Male,26259.84,90,2022-02-25,Sports
2282,27,Female,138794.53,96,2022-08-04,Grocery
2283,28,Male,21533.76,26,2023-01-02,Clothing
2284,29,Female,60130.04,50,2021-10-26,Sports
2285,44,Other,126636.83,79,2021-06-19,Grocery
2286,51,Other,106912.05,51,2020-03-02,Sports
2287,61,Other,105996.43,60,2022-12-22,Furniture
2288,42,Male,117655.29,63,2022-05-01,Sports
2289,28,Male,62656.97,77,2020-05-25,Clothing
2290,36,Female,76566.95,21,2021-04-22,Sports
2291,61,Male,32141.6,10,2020-01-28,Grocery
2292,29,Other,40207.3,71,2020-12-12,Grocery
2293,44,Male,104014.49,86,2022-07-08,Clothing
2294,50,Female,103191.72,49,2022-12-03,Clothing
2295,44,Other,21588.09,1,2021-10-28,Grocery
2296,44,Female,81422.58,85,2021-12-30,Grocery
2297,25,Female,32221.97,15,2021-05-12,Sports
2298,23,Female,86271.43,95,2023-02-12,Electronics
2299,58,Female,23751.57,47,2020-08-28,Furniture
2300,47,Other,22505.97,51,2023-03-06,Electronics
2301,59,Male,52317.67,39,2020-07-17,Grocery
2302,60,Other,21559.17,51,2021-01-15,Furniture
2303,54,Other,90044.68,98,2021-07-19,Electronics
2304,38,Other,21136.55,96,2022-04-20,Furniture
2305,65,Male,78174.08,71,2021-07-05,Electronics
2306,20,Other,89751.72,50,2022-01-21,Grocery
2307,47,Other,85805.5,4,2022-05-27,Clothing
2308,26,Male,125550.51,4,2020-03-15,Sports
2309,24,Other,135247.09,33,2023-09-21,Electronics
2310,33,Male,133920.83,70,2020-09-26,Grocery
2311,22,Other,75248.72,14,2022-07-31,Furniture
2312,46,Male,145716.88,6,2022-04-02,Grocery
2313,29,Other,99330.35,34,2022-12-22,Clothing
2314,19,Other,51387.0,8,2020-10-08,Sports
2315,56,Male,47012.45,97,2020-07-02,Clothing
2316,50,Female,67355.55,54,2021-02-03,Grocery
2317,29,Other,109470.27,47,2022-10-28,Electronics
2318,59,Other,91907.69,59,2021-05-03,Electronics
2319,48,Male,36726.11,97,2023-01-10,Furniture
2320,51,Other,81307.63,93,2020-04-27,Grocery
2321,60,Male,52327.73,21,2022-07-15,Grocery
2322,39,Male,143465.91,16,2020-10-19,Furniture
2323,53,Female,75664.77,39,2021-12-01,Grocery
2324,57,Other,30160.17,84,2020-06-15,Grocery
2325,51,Female,84616.49,92,2023-09-03,Sports
2326,40,Other,73261.72,77,2022-10-03,Electronics
2327,30,Female,68278.31,35,2020-11-25,Furniture
2328,32,Male,33760.32,91,2020-04-06,Grocery
2329,25,Female,54796.67,26,2023-02-14,Clothing
2330,20,Male,98354.13,97,2021-07-19,Electronics
2331,22,Male,72929.82,64,2022-06-29,Clothing
2332,49,Other,145455.21,11,2023-07-28,Electronics
2333,49,Female,73462.96,24,2023-01-01,Grocery
2334,25,Female,138515.45,31,2023-07-19,Clothing
2335,34,Female,31553.59,53,2020-11-23,Electronics
2336,56,Female,128093.26,86,2021-03-23,Clothing
2337,50,Other,28634.58,42,2022-02-16,Furniture
2338,51,Female,28089.59,43,2021-12-30,Clothing
2339,48,Other,68749.8,8,2021-10-26,Electronics
2340,53,Other,21976.37,83,2023-11-19,Furniture
2341,49,Male,67161.26,48,2022-02-21,Sports
2342,50,Other,149294.93,77,2021-09-02,Electronics
2343,50,Female,88490.55,47,2021-01-20,Electronics
2344,58,Other,89745.67,81,2023-11-05,Electronics
2345,23,Female,116960.4,52,2021-02-17,Clothing
2346,41,Female,52961.66,12,2020-04-02,Grocery
2347,41,Male,23176.67,1,2022-10-01,Grocery
